#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0017545	4	67207	65225
FBgn0032620	2L	16902218	16900535
FBgn0261793	X	8433011	8409272
FBgn0034277	2R	17767070	17764574
FBgn0264561	3L	21507538	21497549
FBgn0010747	3L	5154777	5152678
FBgn0027539	3R	24814012	24805445
FBgn0040396	X	3176223	3175018
FBgn0050410	2R	23356441	23355183
FBgn0000339	2L	16310726	16309292
FBgn0026777	4	310822	308093
FBgn0015789	X	20254691	20251338
FBgn0037843	3R	10856412	10854501
FBgn0035793	3L	7517316	7510986
FBgn0040319	X	8116147	8102181
FBgn0040346	X	940805	939170
FBgn0036505	3L	15524137	15521711
FBgn0038551	3R	17809222	17807407
FBgn0040056	3L	23749058	23737960
FBgn0028687	2R	7653954	7652440
FBgn0286818	3L	15142840	15137738
FBgn0019830	2L	2770069	2768590
FBgn0286783	2R	9913488	9910893
FBgn0023519	X	1891482	1890256
FBgn0002643	2R	14060356	13991203
FBgn0025628	X	2073483	2066435
FBgn0028380	3L	19298830	19294564
FBgn0001291	2R	10098556	10096480
FBgn0034744	2R	22609419	22608310
FBgn0039303	3R	25260759	25258898
FBgn0262167	3R	24536395	24530576
FBgn0011761	X	5313125	5312171
FBgn0040308	3L	3044174	3042359
FBgn0261279	3R	22419051	22411301
FBgn0039461	3R	26880459	26876630
FBgn0011284	3L	13044234	13041756
FBgn0034405	2R	18858245	18855767
FBgn0052016	4	958392	951542
FBgn0087013	3R	4654624	4649176
FBgn0015282	3R	23931558	23929873
FBgn0086904	2R	12760999	12759693
FBgn0001206	X	10595855	10590920
FBgn0262126	2L	2236844	2231106
FBgn0260855	X	808200	806076
FBgn0267791	2R	20606854	20587551
FBgn0030406	X	12611667	12609977
FBgn0262081	3R	11650706	11633278
FBgn0026415	X	9930948	9927973
FBgn0085802	rDNA	45478	43484
FBgn0266580	2R	5774324	5760862
FBgn0025457	3R	29675421	29674007
FBgn0026143	X	1030556	1028291
FBgn0261458	2L	1158262	1151678
FBgn0028695	3L	19918160	19915051
FBgn0039929	4	1031757	1029711
FBgn0043796	X	6301285	6299054
FBgn0032799	2L	19526368	19525434
FBgn0036990	3L	20436209	20435110
FBgn0000042	X	5905399	5900861
FBgn0027565	3L	20384109	20382405
FBgn0029929	X	7015009	7013887
FBgn0035334	3L	2372876	2372199
FBgn0259933	3L	3322489	3319555
FBgn0051223	3R	20832455	20831127
FBgn0010926	3R	17539963	17535533
FBgn0004045	X	10055498	10053811
FBgn0001120	3L	14803360	14802380
FBgn0035213	3L	1342403	1339460
FBgn0003141	2L	20075458	20073719
FBgn0016038	X	623051	621530
FBgn0262975	3R	23226711	23185580
FBgn0031256	2L	454654	453108
FBgn0005655	2R	20262883	20261754
FBgn0011774	3R	11412440	11410047
FBgn0015520	3R	16643112	16640205
FBgn0034576	2R	21026086	21025078
FBgn0041188	3R	15417277	15408423
FBgn0032814	2L	19586440	19584235
FBgn0034617	2R	21312354	21310368
FBgn0038469	3R	17036045	17033588
FBgn0041709	3L	2272769	2269881
FBgn0085339	2L	6674780	6663664
FBgn0046247	3R	27277418	27274794
FBgn0086355	3R	30134599	30132981
FBgn0261881	2L	15007431	15006583
FBgn0027587	3L	211457	207184
FBgn0266572	X	476579	471019
FBgn0283521	2R	10543291	10481894
FBgn0033737	2R	12431099	12428449
FBgn0033062	2R	6085625	6080828
FBgn0086347	2L	10506779	10491814
FBgn0287210	X	15857823	15854857
FBgn0035499	3L	4122388	4114289
FBgn0029870	X	6370924	6365949
FBgn0030629	X	15342117	15340373
FBgn0086605	3R	4402027	4398381
FBgn0037315	3R	5368306	5358873
FBgn0040078	3R	10263899	10262123
FBgn0044826	3R	16453821	16445007
FBgn0035532	3L	4322259	4321105
FBgn0250746	3R	5358364	5357012
FBgn0039348	3R	25624662	25611013
FBgn0015391	2L	16738388	16733617
FBgn0263750	3R	9359189	9355495
FBgn0086445	2L	19129326	19127260
FBgn0001105	X	15866175	15860115
FBgn0003028	X	5070929	5048273
FBgn0022224	2R	6810530	6810011
FBgn0033639	2R	11651616	11641477
FBgn0033859	2R	13596557	13593644
FBgn0052685	X	10082492	10071858
FBgn0261380	3R	10784092	10782563
FBgn0031054	X	19666866	19664561
FBgn0261444	X	1236684	1215289
FBgn0029503	3R	24187785	24186359
FBgn0031871	2L	6945289	6943178
FBgn0037917	3R	11585305	11581576
FBgn0039260	3R	25033465	25029429
FBgn0029873	X	6526342	6524464
FBgn0038872	3R	21229512	21223704
FBgn0017418	X	18137784	18130392
FBgn0033428	2R	9586126	9584643
FBgn0033916	2R	14243655	14239932
FBgn0260991	2R	7281795	7278467
FBgn0024993	X	2701033	2698701
FBgn0030321	X	11615128	11611927
FBgn0036299	3L	12533724	12530436
FBgn0030034	X	8404516	8398940
FBgn0030734	X	16297718	16293853
FBgn0030431	X	12903516	12901353
FBgn0037094	3L	21528163	21523186
FBgn0038053	3R	12456355	12449296
FBgn0020655	3L	12417580	12415026
FBgn0030067	X	8903761	8901699
FBgn0031434	2L	2576997	2575280
FBgn0035357	3L	2641984	2631715
FBgn0037203	3L	22893821	22881045
FBgn0016031	3L	5355923	5343619
FBgn0034791	2R	22882690	22881322
FBgn0036180	3L	11609465	11605436
FBgn0050020	2R	10893191	10886810
FBgn0265297	2R	18147191	18140078
FBgn0004654	X	2148566	2145136
FBgn0035473	3L	3909931	3907852
FBgn0051549	3R	5633321	5632192
FBgn0010421	3R	10767804	10766622
FBgn0023395	3L	19450238	19447173
FBgn0037943	3R	11744027	11741890
FBgn0250754	3R	16469663	16458280
FBgn0014009	2R	6699469	6696739
FBgn0039944	X	23096735	23084960
FBgn0034066	2R	16017154	16016042
FBgn0001179	3L	10633969	10631079
FBgn0036746	3L	17669234	17659818
FBgn0262026	2R	16199378	16197042
FBgn0010339	2R	12038851	12037298
FBgn0031384	2L	2030788	2009859
FBgn0034314	2R	18182519	18180496
FBgn0261592	X	7901331	7899624
FBgn0031608	2L	4461746	4459729
FBgn0036774	3L	18107499	18106579
FBgn0040890	X	19494992	19494420
FBgn0014133	X	11694740	11678970
FBgn0086694	3L	5794192	5789831
FBgn0261641	3R	6368288	6361672
FBgn0004921	2R	8904791	8901404
FBgn0020236	2R	16001290	15993531
FBgn0033784	2R	12936535	12934234
FBgn0035498	3L	4107116	4103564
FBgn0030630	X	15344625	15342857
FBgn0285937	3R	21269060	21266029
FBgn0053995	2L	5048365	5043270
FBgn0083969	3R	29875159	29869365
FBgn0026380	3R	9006226	9005313
FBgn0036239	3L	12002915	11998398
FBgn0050342	2R	9145151	9143956
FBgn0037573	3R	8314864	8313208
FBgn0039563	3R	27954112	27952051
FBgn0261617	X	9687066	9665442
FBgn0267821	2L	10393228	10388105
FBgn0003275	3R	5372397	5371795
FBgn0037603	3R	8653847	8652821
FBgn0031992	2L	8162452	8161796
FBgn0039233	3R	24851385	24850627
FBgn0001316	3L	540614	434083
FBgn0035603	3L	5368008	5367341
FBgn0014465	X	8476071	8473837
FBgn0035978	3L	9358935	9350867
FBgn0031078	X	19859379	19852214
FBgn0035390	3L	3046812	3044113
FBgn0037728	3R	9679658	9677927
FBgn0039602	3R	28824508	28820221
FBgn0030478	X	13380160	13370606
FBgn0031684	2L	5100288	5099177
FBgn0032929	2L	21182812	21179933
FBgn0030480	X	13385893	13385210
FBgn0036111	3L	10899123	10894776
FBgn0030719	X	15991974	15987008
FBgn0031534	2L	3452106	3449683
FBgn0039156	3R	24154896	24152347
FBgn0085249	2R	10043507	10041065
FBgn0031260	2L	544653	542786
FBgn0039544	3R	27710857	27707100
FBgn0052250	3L	4321109	4318755
FBgn0058045	3L	24035859	24028515
FBgn0000541	3L	246912	233926
FBgn0039765	3R	30424556	30423974
FBgn0038869	3R	21218791	21217268
FBgn0262734	X	16454972	16448665
FBgn0036090	3L	10639678	10638146
FBgn0030969	X	18860072	18858203
FBgn0004598	X	16381782	16373086
FBgn0036581	3L	16232777	16232084
FBgn0038763	3R	20021338	20018269
FBgn0262579	3L	8108897	8063874
FBgn0026089	X	1877270	1876294
FBgn0017550	3R	5613112	5607275
FBgn0002775	3L	7125533	7123213
FBgn0035981	3L	9370300	9367377
FBgn0050359	2R	8465092	8462753
FBgn0025885	2R	7458874	7454922
FBgn0037686	3R	9401226	9400237
FBgn0037327	3R	5464753	5458563
FBgn0035025	2R	24568082	24565554
FBgn0034246	2R	17581525	17574979
FBgn0267384	X	16595867	16593677
FBgn0050000	2R	9607184	9605988
FBgn0262737	3L	21932702	21844788
FBgn0034743	2R	22607995	22605745
FBgn0025836	X	140340	127449
FBgn0267347	2L	16681653	16680054
FBgn0087039	3L	8305325	8304157
FBgn0260987	3L	27157999	27136525
FBgn0027866	3R	4334071	4327814
FBgn0010198	X	13337705	13335637
FBgn0026250	3R	18283005	18274665
FBgn0035268	3L	1759208	1756159
FBgn0023129	3L	9424781	9423253
FBgn0034614	2R	21295588	21294402
FBgn0003334	3R	9637611	9633359
FBgn0285952	2R	24059483	24057798
FBgn0044323	2L	8040826	8030721
FBgn0000356	3L	8732599	8731944
FBgn0031266	2L	572907	568340
FBgn0046704	2L	6732766	6723903
FBgn0004179	3L	22273745	22267382
FBgn0030991	X	19182024	19180173
FBgn0033656	2R	11844240	11842103
FBgn0010516	2R	11690863	11688569
FBgn0027493	3R	20830580	20824667
FBgn0053113	2L	5009720	4992808
FBgn0033879	2R	13854331	13852947
FBgn0033349	2R	8925346	8922785
FBgn0004648	X	509072	496446
FBgn0010278	2R	23809004	23806361
FBgn0260936	3L	5776271	5769002
FBgn0031895	2L	7194588	7190431
FBgn0010314	2L	9331981	9330763
FBgn0040077	3R	13711835	13710017
FBgn0033934	2R	14411572	14409295
FBgn0013987	X	5764203	5759908
FBgn0003733	2R	7709184	7705183
FBgn0086361	3R	29617157	29591831
FBgn0020305	2L	869857	868673
FBgn0283438	3R	13030659	13026283
FBgn0028685	X	6291245	6289470
FBgn0050499	2R	7565751	7564434
FBgn0028490	2L	11528205	11523021
FBgn0034255	2R	17634167	17633797
FBgn0010408	3L	9511531	9509793
FBgn0023083	3R	18589459	18573091
FBgn0037240	3R	4387018	4381306
FBgn0259174	3L	17546660	17530081
FBgn0015288	X	765130	762560
FBgn0038870	3R	21222843	21219077
FBgn0003310	2L	1077815	1049674
FBgn0051852	2L	13369021	13367617
FBgn0286932	2R	23733183	23713900
FBgn0000629	3L	10638130	10634575
FBgn0250732	3R	7150968	7145880
FBgn0011361	3L	1331631	1329949
FBgn0025741	4	1027101	1009895
FBgn0038453	3R	16645171	16643605
FBgn0036005	3L	9487790	9486448
FBgn0037913	3R	11567054	11559896
FBgn0002590	X	17148264	17143588
FBgn0033085	2R	6668738	6668150
FBgn0010825	3L	8472669	8449922
FBgn0036107	3L	10883573	10882890
FBgn0039858	3R	31612664	31596642
FBgn0086134	3R	12432556	12431321
FBgn0250814	3L	16586111	16584124
FBgn0024732	2R	12050172	12044612
FBgn0034521	2R	20562331	20559156
FBgn0031951	2L	7802098	7800147
FBgn0033273	2R	8170089	8167948
FBgn0261387	2R	4824319	4815426
FBgn0020887	3L	19923462	19918242
FBgn0036697	3L	17055454	17049512
FBgn0016977	2L	203397	159032
FBgn0033015	2R	5295965	5259004
FBgn0033241	2R	7960015	7958207
FBgn0003360	X	10786958	10780893
FBgn0035692	3L	6193179	6192124
FBgn0263987	X	5420867	5412386
FBgn0004882	3R	23280856	23260610
FBgn0038611	3R	18385072	18381580
FBgn0033677	2R	12036260	12033946
FBgn0016693	3R	12704875	12697322
FBgn0015338	2L	16307298	16305801
FBgn0037027	3L	20813332	20809669
FBgn0034534	2R	20641668	20640976
FBgn0003139	X	6372915	6371065
FBgn0052380	3L	7381474	7374050
FBgn0004876	3R	19094270	19044882
FBgn0035173	3L	882013	877291
FBgn0259789	X	19783548	19766465
FBgn0038683	3R	19159878	19154097
FBgn0037549	3R	8125273	8122725
FBgn0039757	3R	30209020	30206447
FBgn0015544	2R	24161503	24159384
FBgn0004050	X	2450550	2447769
FBgn0030724	X	16073568	16070365
FBgn0262619	2R	23893177	23890512
FBgn0004381	3L	11798875	11795614
FBgn0029911	X	6843921	6838174
FBgn0016984	2R	20836028	20827282
FBgn0034877	2R	23548982	23548239
FBgn0036340	3L	13040976	13036821
FBgn0039958	2L	23174484	23161122
FBgn0034646	2R	21660007	21658770
FBgn0020392	3L	8178429	8176135
FBgn0038100	3R	12985488	12980792
FBgn0263391	2R	19424903	19397032
FBgn0267698	3R	6361614	6350896
FBgn0028991	2R	13190086	13176553
FBgn0034876	2R	23548151	23544823
FBgn0036928	3L	20002446	20000644
FBgn0266282	3R	24193423	24189050
FBgn0033715	2R	12336205	12335316
FBgn0284249	2R	6668085	6662265
FBgn0050349	2R	8910885	8907518
FBgn0026430	X	19565764	19559431
FBgn0038545	3R	17796317	17795075
FBgn0035272	3L	1778347	1777439
FBgn0027529	2R	20325973	20319180
FBgn0039120	3R	23781621	23774225
FBgn0262114	2R	10436581	10429708
FBgn0026718	2L	8463994	8449691
FBgn0029882	X	6654248	6653113
FBgn0001092	X	15869661	15868145
FBgn0030087	X	9103739	9093612
FBgn0051109	3R	25054653	25053369
FBgn0024558	3R	22583225	22582028
FBgn0041186	3R	29153266	29152074
FBgn0035986	3L	9410832	9406179
FBgn0027779	2L	16727826	16722883
FBgn0039732	3R	29997676	29996961
FBgn0038608	3R	18366162	18364244
FBgn0036702	3L	17242128	17238613
FBgn0042138	3L	11630749	11628037
FBgn0001491	X	11325308	11324294
FBgn0032751	2L	19069673	19064929
FBgn0034925	2R	23898246	23896896
FBgn0039402	3R	26054128	26052821
FBgn0035471	3L	3905035	3903492
FBgn0262512	2R	15680084	15679426
FBgn0027095	3R	16350801	16349404
FBgn0011211	2R	22802180	22799099
FBgn0037144	3L	21958041	21955110
FBgn0034804	2R	22941169	22938987
FBgn0024957	3R	10412869	10408618
FBgn0042135	2R	7735622	7716807
FBgn0061359	2R	12636141	12634166
FBgn0027091	2R	16145906	16143147
FBgn0030438	X	12973967	12970711
FBgn0033998	2R	15213634	15206527
FBgn0000579	2L	1729636	1724768
FBgn0026401	2R	4729017	4691672
FBgn0260794	3R	4812096	4786284
FBgn0036398	3L	14020148	14002127
FBgn0030061	X	8717065	8714936
FBgn0033897	2R	14153123	14148263
FBgn0037087	3L	21493907	21493083
FBgn0026309	2R	17788556	17786135
FBgn0261268	2L	15272024	15265245
FBgn0031437	2L	2581423	2580292
FBgn0032244	2L	10420612	10419190
FBgn0051122	3R	18412874	18406064
FBgn0250911	3L	2641984	2631715
FBgn0261955	X	6361323	6350629
FBgn0283535	3R	5595356	5591763
FBgn0039145	3R	24055092	24054391
FBgn0021895	2R	23851480	23847161
FBgn0011584	2L	10013170	10009381
FBgn0259682	2R	18761082	18757074
FBgn0086656	2R	9143914	9142146
FBgn0020443	2L	12441279	12434452
FBgn0033979	2R	14879752	14877786
FBgn0010803	3R	9266904	9265027
FBgn0033551	2R	10815781	10813405
FBgn0000524	X	6538575	6533999
FBgn0034626	2R	21384391	21383227
FBgn0000454	3R	13785676	13782288
FBgn0032987	2L	22247875	22247111
FBgn0034215	2R	17429315	17427795
FBgn0032250	2L	10437316	10435995
FBgn0029174	2L	9890119	9888005
FBgn0031893	2L	7185529	7182234
FBgn0040290	3L	8175978	8170640
FBgn0023509	X	1920318	1908239
FBgn0025186	2R	22217264	22212835
FBgn0033021	2R	5363104	5360331
FBgn0037137	3L	21836685	21832774
FBgn0002174	2R	23709026	23706913
FBgn0037073	3L	21338232	21335215
FBgn0037236	3R	4337674	4334879
FBgn0053558	2R	6971637	6924687
FBgn0263120	2R	8683022	8665813
FBgn0035600	3L	5362798	5360211
FBgn0032014	2L	8306741	8305586
FBgn0029822	X	5913079	5908135
FBgn0036428	3L	14550975	14540937
FBgn0262473	3R	26842403	26799041
FBgn0036141	3L	11169625	11166620
FBgn0036824	3L	18898293	18893120
FBgn0262976	X	8411658	8408008
FBgn0010226	2R	17099501	17093246
FBgn0037108	3L	21628571	21625806
FBgn0034963	2R	24037915	24036720
FBgn0036373	3L	13502492	13486797
FBgn0000063	3R	17673828	17671271
FBgn0047038	3L	10694108	10693184
FBgn0020618	2L	7827315	7825347
FBgn0032901	2L	20918931	20871335
FBgn0264491	3R	22079321	22042191
FBgn0024921	3L	6200385	6193480
FBgn0043884	3R	24250248	24230562
FBgn0266848	X	22455422	22451445
FBgn0036842	3L	19062816	19059400
FBgn0031603	2L	4442985	4442320
FBgn0005533	3L	9429821	9428795
FBgn0035374	3L	2782105	2780899
FBgn0266581	3R	22038925	22034298
FBgn0031267	2L	574264	573033
FBgn0038640	3R	18680321	18677818
FBgn0004913	3R	4910081	4906622
FBgn0028953	2R	17465795	17457663
FBgn0037710	3R	9563673	9561583
FBgn0010750	3R	4777490	4750035
FBgn0085188	2L	10204317	10202520
FBgn0031040	X	19616825	19616196
FBgn0052512	X	21067540	21062277
FBgn0283477	3R	16341988	16338943
FBgn0037252	3R	4441328	4437387
FBgn0039160	3R	24169562	24167675
FBgn0263979	3R	15227564	15225576
FBgn0003545	2R	17748078	17745500
FBgn0285948	2L	4458364	4457186
FBgn0038853	3R	21097827	21083043
FBgn0040283	3R	24062815	24058287
FBgn0034598	2R	21168659	21161713
FBgn0036502	3L	15508252	15505188
FBgn0032398	2L	12040689	12038631
FBgn0034084	2R	16170861	16169600
FBgn0004650	X	1329438	1322513
FBgn0037770	3R	9986060	9982816
FBgn0260862	3L	692919	691486
FBgn0035959	3L	9072731	9067195
FBgn0030502	X	13616586	13613193
FBgn0003980	2L	5957639	5957004
FBgn0040232	2L	11269002	11261026
FBgn0022343	2R	24939769	24938181
FBgn0001994	2L	16287730	16263556
FBgn0003449	X	5310501	5309242
FBgn0024352	2L	297449	295122
FBgn0043002	2L	8437996	8437405
FBgn0034058	2R	15992375	15991367
FBgn0015240	3R	25029351	25025235
FBgn0034230	2R	17517445	17514217
FBgn0038118	3R	13163876	13088651
FBgn0035370	3L	2768392	2766999
FBgn0261786	2R	23528260	23523856
FBgn0000370	2L	21319527	21310866
FBgn0004378	3L	1245910	1241568
FBgn0039691	3R	29747513	29745337
FBgn0000043	2R	6015689	6013910
FBgn0085444	2R	16955266	16948296
FBgn0037539	3R	8013201	8010907
FBgn0038235	3R	14513637	14512639
FBgn0000173	X	13999805	13996345
FBgn0029117	3L	6959586	6958346
FBgn0033773	2R	12752936	12751483
FBgn0261837	3R	21362131	21360176
FBgn0040985	2L	16887966	16887109
FBgn0032216	2L	10314396	10312265
FBgn0039635	3R	29116197	29113071
FBgn0001104	3L	6980044	6972750
FBgn0036096	3L	10663157	10661475
FBgn0030481	X	13389332	13387563
FBgn0051184	3R	23997017	23996262
FBgn0029924	X	6972265	6969918
FBgn0030733	X	16286988	16286288
FBgn0016120	3R	19096271	19095000
FBgn0250850	2R	20640681	20633876
FBgn0039507	3R	27282661	27277249
FBgn0036566	3L	16096151	16090454
FBgn0259937	2R	24186343	24174877
FBgn0023213	4	930715	915297
FBgn0041171	3L	4254306	4246343
FBgn0286778	2R	7782637	7737019
FBgn0027359	X	11369283	11368445
FBgn0027515	2L	7825350	7821151
FBgn0038947	3R	22360711	22356685
FBgn0261108	3R	8352817	8349815
FBgn0024947	2L	2885850	2880704
FBgn0035617	3L	5590390	5583669
FBgn0035252	3L	1654238	1652750
FBgn0025874	3L	13964702	13962658
FBgn0013718	3L	14233250	14190870
FBgn0030838	X	17305475	17282496
FBgn0266268	3R	31812296	31810460
FBgn0039465	3R	26964817	26961064
FBgn0024330	3R	9768984	9766031
FBgn0025700	2L	9918330	9917221
FBgn0034728	2R	22425482	22421013
FBgn0016053	2R	22332813	22330200
FBgn0261609	X	16446993	16445176
FBgn0284251	2L	21102429	21094966
FBgn0004655	X	2158983	2149936
FBgn0037756	3R	9793098	9791483
FBgn0027329	X	15748971	15746648
FBgn0024432	3R	18300044	18299229
FBgn0000166	3R	6759466	6755842
FBgn0260439	2L	8370090	8366038
FBgn0031633	2L	4830693	4829214
FBgn0014029	3R	20588356	20586129
FBgn0039849	3R	31463037	31459822
FBgn0013263	3L	14761049	14747929
FBgn0037608	3R	8675196	8674109
FBgn0035631	3L	5767084	5765846
FBgn0260959	2R	11903918	11895997
FBgn0033340	2R	8900617	8900241
FBgn0015553	2L	18682075	18679631
FBgn0036337	3L	13022688	13019715
FBgn0259168	X	17887222	17862697
FBgn0026879	X	625203	624757
FBgn0003721	3R	15308779	15278220
FBgn0262872	2L	7056010	7037823
FBgn0032189	2L	10200974	10199401
FBgn0015799	X	801479	797090
FBgn0003114	2R	20263684	20262958
FBgn0029903	X	6813830	6803684
FBgn0037342	3R	5568615	5567502
FBgn0030056	X	8688760	8681252
FBgn0086358	2R	19304508	19292529
FBgn0027363	2L	10862006	10858536
FBgn0039227	3R	24805259	24799967
FBgn0022338	3R	18982749	18980995
FBgn0035165	3L	839931	837861
FBgn0030834	X	17249502	17248372
FBgn0040273	2R	19441898	19437483
FBgn0263112	4	1224467	1198852
FBgn0264712	3R	5399510	5393922
FBgn0014464	X	8473087	8470888
FBgn0031875	2L	6959104	6957008
FBgn0040384	X	2790567	2782906
FBgn0032870	2L	20647381	20645822
FBgn0036580	3L	16232038	16231081
FBgn0260634	3R	23819237	23808285
FBgn0028693	3L	16584022	16583028
FBgn0039258	3R	25024482	25023256
FBgn0032200	2L	10255891	10254610
FBgn0086707	2L	18448957	18444507
FBgn0266053	3R	17048421	17043564
FBgn0015477	2R	9177261	9167763
FBgn0036804	3L	18681836	18681037
FBgn0010341	X	19699938	19697091
FBgn0004587	3R	13666891	13661311
FBgn0028421	X	11340084	11334187
FBgn0030786	X	16785092	16783933
FBgn0035688	3L	6173880	6164916
FBgn0250874	X	2732190	2730077
FBgn0031497	2L	3037403	3035493
FBgn0037918	3R	11590146	11585354
FBgn0029979	X	7931382	7922158
FBgn0004636	3L	1862239	1859115
FBgn0035541	3L	4406059	4405127
FBgn0032101	2L	9166514	9165421
FBgn0033555	2R	10822399	10821676
FBgn0029002	3L	275018	271200
FBgn0032703	2L	18704454	18703473
FBgn0037707	3R	9553747	9552034
FBgn0263106	3L	5752189	5750029
FBgn0033925	2R	14357281	14355769
FBgn0027580	2R	9861543	9850703
FBgn0032783	2L	19442727	19435850
FBgn0039026	3R	22794030	22750901
FBgn0020370	2R	13159141	13152885
FBgn0028663	3L	21541215	21539862
FBgn0035153	3L	685549	682885
FBgn0283469	X	17911097	17907692
FBgn0023441	2R	15676669	15657318
FBgn0013272	2R	22329416	22317662
FBgn0015527	X	21349843	21346503
FBgn0028916	2L	14345795	14334158
FBgn0085192	2L	11988801	11988270
FBgn0027951	3R	5648738	5638655
FBgn0035907	3L	8524866	8523742
FBgn0029157	3R	24944956	24938710
FBgn0034933	2R	23939754	23937077
FBgn0024807	X	21630148	21624796
FBgn0002899	3L	8142014	8137808
FBgn0016070	3L	8997989	8990317
FBgn0036812	3L	18748367	18746611
FBgn0029935	X	7102300	7098578
FBgn0267790	3R	9510324	9505853
FBgn0003655	X	6365708	6363418
FBgn0040534	3R	9015341	9014972
FBgn0266441	3L	15110730	15105882
FBgn0035422	3L	3222960	3220911
FBgn0010590	2R	16014787	16013805
FBgn0020626	3R	24938222	24934869
FBgn0263768	3R	7093707	7092347
FBgn0265192	2R	22069757	22060950
FBgn0286781	2L	17477888	17474912
FBgn0036035	3L	9719144	9717786
FBgn0261985	3L	356050	328097
FBgn0024841	3R	29724226	29723163
FBgn0002521	4	1181628	1172469
FBgn0016119	3R	23356064	23355220
FBgn0261239	2L	21259675	21237250
FBgn0027378	3R	15278109	15276440
FBgn0038046	3R	12429282	12427795
FBgn0016641	2R	21624446	21619321
FBgn0026015	X	6287990	6284138
FBgn0261270	2R	14270658	14268772
FBgn0035032	2R	24599821	24599088
FBgn0036726	3L	17466768	17465945
FBgn0037643	3R	8943027	8938724
FBgn0260390	2R	8131323	8129354
FBgn0037696	3R	9456546	9455517
FBgn0011703	2L	10327943	10325026
FBgn0051658	2L	811531	810577
FBgn0260484	X	3801570	3799150
FBgn0033757	2R	12632378	12628697
FBgn0000543	3L	2265857	2263581
FBgn0033351	2R	8928105	8927014
FBgn0262743	2L	20750941	20734609
FBgn0026428	X	15340360	15333310
FBgn0031637	2L	4847295	4841482
FBgn0031681	2L	5093592	5072170
FBgn0286516	3R	8820682	8813490
FBgn0028515	2L	16259511	16257688
FBgn0026479	2L	2585430	2581281
FBgn0034176	2R	17001941	17000244
FBgn0034500	2R	20308671	20304517
FBgn0082831	3R	12421251	12413828
FBgn0261885	3R	17718350	17687818
FBgn0287594	3L	3466314	3461315
FBgn0039743	3R	30054697	30052514
FBgn0029897	X	6744238	6741537
FBgn0029006	2R	17604461	17592791
FBgn0033485	2R	10099590	10098518
FBgn0024182	X	21373145	21363028
FBgn0261064	2L	8161800	8159832
FBgn0014037	3L	19909410	19889120
FBgn0037660	3R	9065078	9063132
FBgn0083968	2L	7886109	7885503
FBgn0022288	2R	5756327	5754517
FBgn0036488	3L	15162470	15161817
FBgn0052425	3L	20514107	20497323
FBgn0034051	2R	15940073	15935893
FBgn0039740	3R	30036870	30035240
FBgn0038463	3R	16999449	16996446
FBgn0030330	X	11723854	11720245
FBgn0030529	X	13822307	13812971
FBgn0004888	3L	3818383	3814211
FBgn0027280	X	7946908	7941478
FBgn0002781	3R	21377401	21350846
FBgn0002787	2R	24404527	24400028
FBgn0004435	2R	12623197	12612740
FBgn0034527	2R	20621081	20618503
FBgn0033377	2R	9109718	9107151
FBgn0026576	3R	24053592	24050783
FBgn0036887	3L	19586003	19585093
FBgn0050404	2R	21719963	21716780
FBgn0014011	3L	7435190	7432762
FBgn0031351	2L	1612576	1611410
FBgn0013799	3L	19830686	19818174
FBgn0031739	2L	5801975	5800517
FBgn0053554	2R	5251022	5177965
FBgn0259720	3L	19266838	19263766
FBgn0002645	3R	32068441	32055279
FBgn0024365	X	1353981	1349623
FBgn0028429	3L	9836805	9834367
FBgn0019938	2R	14601216	14595611
FBgn0039305	3R	25263292	25262741
FBgn0032717	2L	18839679	18833710
FBgn0025638	X	648597	647304
FBgn0028744	2R	17792448	17789679
FBgn0086683	2L	23068386	23066874
FBgn0259785	3L	21290310	21286099
FBgn0025832	2R	16855464	16854025
FBgn0028664	3L	4186865	4186018
FBgn0030519	X	13741952	13739744
FBgn0047135	3L	3199047	3197863
FBgn0040011	2L	22585843	22579072
FBgn0032467	2L	13019434	13013276
FBgn0035323	3L	2263615	2262919
FBgn0004363	2L	10850848	10847227
FBgn0031493	2L	3029168	3026252
FBgn0036211	3L	11822275	11816695
FBgn0004436	3R	4952682	4948755
FBgn0033845	2R	13506011	13500621
FBgn0039737	3R	30015284	30010476
FBgn0037556	3R	8243792	8240747
FBgn0000032	3R	29993411	29991144
FBgn0263594	3R	4407182	4403076
FBgn0010382	2L	15748150	15727581
FBgn0032732	2L	18988331	18987707
FBgn0263346	3R	4712193	4659579
FBgn0030996	X	19196037	19193555
FBgn0033019	2R	5351972	5350477
FBgn0036518	3L	15609125	15588860
FBgn0026149	X	9358594	9356634
FBgn0032397	2L	12038511	12035984
FBgn0035601	3L	5366225	5362884
FBgn0283682	2L	11100888	11095150
FBgn0021967	2L	3467334	3466157
FBgn0025635	X	628016	625542
FBgn0013756	2R	11861202	11852617
FBgn0029861	X	6298970	6295389
FBgn0032997	2R	4620833	4619030
FBgn0002791	2R	23975408	23972431
FBgn0037239	3R	4381210	4378600
FBgn0014469	2R	8447164	8444560
FBgn0025839	X	2173432	2172526
FBgn0028554	2L	6920210	6914301
FBgn0031535	2L	3453755	3452466
FBgn0040660	2R	23383424	23377866
FBgn0010292	X	7903643	7901880
FBgn0031980	2L	8042909	8041873
FBgn0262895	3L	17033676	17033119
FBgn0030028	X	8271409	8269898
