#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0028734	3R	10110121	10101420
FBgn0032400	2L	12046118	12045343
FBgn0039066	3R	23255071	23251563
FBgn0010213	2R	16773915	16772785
FBgn0027525	2R	10838727	10836570
FBgn0261396	2L	19053681	19051790
FBgn0033236	2R	7955882	7942043
FBgn0051694	2L	2874489	2868627
FBgn0260962	3R	13056725	13052245
FBgn0027619	2R	9970897	9968929
FBgn0265178	2R	16199555	16197042
FBgn0036104	3L	10879037	10876315
FBgn0046776	2L	5244239	5242699
FBgn0035423	3L	3224650	3223341
FBgn0038515	3R	17534587	17532325
FBgn0263006	2R	23935884	23925077
FBgn0010438	3R	16205250	16204194
FBgn0039994	2R	4758048	4744348
FBgn0000392	2L	6674780	6663664
FBgn0037364	3R	5685434	5680054
FBgn0012036	2L	9391567	9387389
FBgn0015283	3L	21538582	21537000
FBgn0020910	3R	11225173	11221894
FBgn0052409	3L	5900936	5899528
FBgn0005649	3R	24048265	24043056
FBgn0026737	3R	15363857	15362796
FBgn0000405	2R	22806948	22803521
FBgn0032138	2L	9711271	9708921
FBgn0051365	3R	23126422	23123962
FBgn0270924	2L	9762375	9758342
FBgn0037468	3R	7077981	7074859
FBgn0034158	2R	16792472	16783671
FBgn0039449	3R	26717389	26715165
FBgn0036710	3L	17339262	17337172
FBgn0034968	2R	24061860	24060378
FBgn0010215	3L	23338100	23318646
FBgn0034299	2R	18094900	18093723
FBgn0266916	3R	8569248	8564105
FBgn0015622	3R	29319644	29315254
FBgn0004432	X	16320370	16317673
FBgn0262731	4	471476	467497
FBgn0284227	X	13590570	13563823
FBgn0033624	2R	11359176	11357902
FBgn0031711	2L	5525809	5524139
FBgn0035827	3L	7937258	7936373
FBgn0261954	X	2024647	2010860
FBgn0031947	2L	7786061	7782865
FBgn0035726	3L	6971666	6969658
FBgn0250816	3L	23689640	23554593
FBgn0023517	X	1873565	1872400
FBgn0033264	2R	8125058	8123036
FBgn0003044	2R	18139990	18135426
FBgn0029155	3R	27157603	27151662
FBgn0030803	X	16888729	16886818
FBgn0040466	3R	4645655	4644649
FBgn0011586	X	8906248	8904144
FBgn0001961	2L	13829741	13827941
FBgn0027086	3L	22292810	22288665
FBgn0015924	2L	453024	448254
FBgn0002778	3L	14991667	14985100
FBgn0034335	2R	18399223	18398393
FBgn0029093	2R	7823569	7815339
FBgn0033183	2R	7496466	7493806
FBgn0266459	2L	16048757	16042047
FBgn0264294	2R	7535936	7533506
FBgn0000615	2R	20671083	20667427
FBgn0037021	3L	20786197	20780350
FBgn0033548	2R	10810936	10810556
FBgn0010280	3L	16121651	16113212
FBgn0035766	3L	7339340	7335442
FBgn0025678	2L	16356735	16354886
FBgn0002413	3R	31061210	31054085
FBgn0032409	2L	12100839	12097838
FBgn0014391	X	15849258	15847859
FBgn0031066	X	19744335	19740537
FBgn0017545	4	67207	65225
FBgn0015024	X	12657834	12653626
FBgn0259139	3R	11819339	11815206
FBgn0261793	X	8433011	8409272
FBgn0034277	2R	17767070	17764574
FBgn0040918	X	6267228	6257668
FBgn0040396	X	3176223	3175018
FBgn0050410	2R	23356441	23355183
FBgn0026777	4	310822	308093
FBgn0014028	2R	6809172	6807626
FBgn0030863	X	17703024	17698917
FBgn0264075	3R	9020022	9016773
FBgn0015789	X	20254691	20251338
FBgn0000212	3L	15982869	15970082
FBgn0037843	3R	10856412	10854501
FBgn0030054	X	8606304	8602137
FBgn0035793	3L	7517316	7510986
FBgn0038805	3R	20577010	20575245
FBgn0260243	3R	8992949	8990645
FBgn0038551	3R	17809222	17807407
FBgn0028687	2R	7653954	7652440
FBgn0286818	3L	15142840	15137738
FBgn0001220	2R	14256192	14252598
FBgn0030607	X	15069091	15067007
FBgn0261278	2L	16699926	16680054
FBgn0001291	2R	10098556	10096480
FBgn0023177	X	20424002	20421087
FBgn0034744	2R	22609419	22608310
FBgn0039303	3R	25260759	25258898
FBgn0011761	X	5313125	5312171
FBgn0011284	3L	13044234	13041756
FBgn0052016	4	958392	951542
FBgn0087013	3R	4654624	4649176
FBgn0015282	3R	23931558	23929873
FBgn0032242	2L	10413463	10410537
FBgn0086265	2L	5964951	5963087
FBgn0086904	2R	12760999	12759693
FBgn0267910	X	3546110	3545750
FBgn0044823	3R	5624125	5616644
FBgn0035393	3L	3055842	3055079
FBgn0038549	3R	17805249	17803225
FBgn0260855	X	808200	806076
FBgn0267791	2R	20606854	20587551
FBgn0262081	3R	11650706	11633278
FBgn0030136	X	9555661	9554623
FBgn0026415	X	9930948	9927973
FBgn0029672	X	3573622	3571456
FBgn0085802	rDNA	45478	43484
FBgn0026433	X	15472119	15468281
FBgn0014877	2R	13555606	13554077
FBgn0025457	3R	29675421	29674007
FBgn0026143	X	1030556	1028291
FBgn0261458	2L	1158262	1151678
FBgn0028695	3L	19918160	19915051
FBgn0039929	4	1031757	1029711
FBgn0026326	2R	9291565	9288957
FBgn0032748	2L	19058821	19054078
FBgn0036990	3L	20436209	20435110
FBgn0000042	X	5905399	5900861
FBgn0050481	2R	13955664	13954195
FBgn0035334	3L	2372876	2372199
FBgn0052666	X	11555045	11493135
FBgn0001120	3L	14803360	14802380
FBgn0004045	X	10055498	10053811
FBgn0024364	X	1356473	1354014
FBgn0035213	3L	1342403	1339460
FBgn0003141	2L	20075458	20073719
FBgn0015520	3R	16643112	16640205
FBgn0005777	3R	9751094	9747875
FBgn0005655	2R	20262883	20261754
FBgn0041188	3R	15417277	15408423
FBgn0004855	3R	14310178	14309089
FBgn0041709	3L	2272769	2269881
FBgn0032924	2L	21163083	21160636
FBgn0085339	2L	6674780	6663664
FBgn0086355	3R	30134599	30132981
FBgn0267849	3L	21448128	21445834
FBgn0286213	3L	13024762	13023352
FBgn0027587	3L	211457	207184
FBgn0283521	2R	10543291	10481894
FBgn0033737	2R	12431099	12428449
FBgn0035955	3L	9009838	9008624
FBgn0033062	2R	6085625	6080828
FBgn0031047	X	19640746	19638767
FBgn0287210	X	15857823	15854857
FBgn0032721	2L	18859248	18855126
FBgn0035499	3L	4122388	4114289
FBgn0036257	3L	12143380	12138868
FBgn0029870	X	6370924	6365949
FBgn0003206	3L	4141398	4139076
FBgn0027512	3R	23694983	23689007
FBgn0040078	3R	10263899	10262123
FBgn0037555	3R	8240515	8236632
FBgn0250746	3R	5358364	5357012
FBgn0028690	3R	5791569	5789493
FBgn0033208	2R	7674400	7673721
FBgn0015391	2L	16738388	16733617
FBgn0004649	X	14199958	14193214
FBgn0263750	3R	9359189	9355495
FBgn0028697	3L	27268445	27267255
FBgn0038206	3R	14124474	14122654
FBgn0010173	3R	8264451	8262120
FBgn0001105	X	15866175	15860115
FBgn0003028	X	5070929	5048273
FBgn0033859	2R	13596557	13593644
FBgn0026262	4	466828	459887
FBgn0004889	3R	10139772	10126129
FBgn0031392	2L	2155389	2151754
FBgn0029873	X	6526342	6524464
FBgn0038872	3R	21229512	21223704
FBgn0017418	X	18137784	18130392
FBgn0036008	3L	9509583	9506818
FBgn0052774	X	4246139	4244095
FBgn0260991	2R	7281795	7278467
FBgn0030703	X	15890109	15887567
FBgn0284253	2L	3514656	3510328
FBgn0030321	X	11615128	11611927
FBgn0036299	3L	12533724	12530436
FBgn0037912	3R	11567054	11559896
FBgn0262954	2R	15145519	15144968
FBgn0003317	2R	7810067	7806484
FBgn0027492	3R	27582241	27561675
FBgn0032404	2L	12058251	12056326
FBgn0030034	X	8404516	8398940
FBgn0030734	X	16297718	16293853
FBgn0020655	3L	12417580	12415026
FBgn0030067	X	8903761	8901699
FBgn0032640	2L	17474773	17471603
FBgn0000416	3R	30889062	30883464
FBgn0032374	2L	11789475	11788334
FBgn0015019	3R	16649978	16647605
FBgn0011204	3L	1517271	1503226
FBgn0031434	2L	2576997	2575280
FBgn0035357	3L	2641984	2631715
FBgn0037203	3L	22893821	22881045
FBgn0034791	2R	22882690	22881322
FBgn0050020	2R	10893191	10886810
FBgn0265297	2R	18147191	18140078
FBgn0027360	2R	21691139	21690215
FBgn0036187	3L	11648474	11646234
FBgn0036007	3L	9505328	9494555
FBgn0025743	X	16614856	16610685
FBgn0035473	3L	3909931	3907852
FBgn0010421	3R	10767804	10766622
FBgn0250754	3R	16469663	16458280
FBgn0004868	2L	9494876	9491176
FBgn0266557	2L	250823	210735
FBgn0031148	X	21049096	21045138
FBgn0034447	2R	19455527	19452504
FBgn0262026	2R	16199378	16197042
FBgn0010339	2R	12038851	12037298
FBgn0031091	X	20165830	20160355
FBgn0036099	3L	10692598	10691024
FBgn0261592	X	7901331	7899624
FBgn0011725	3R	24221965	24196893
FBgn0022959	3L	12125150	12121274
FBgn0014133	X	11694740	11678970
FBgn0086694	3L	5794192	5789831
FBgn0036341	3L	13046894	13044434
FBgn0004921	2R	8904791	8901404
FBgn0020236	2R	16001290	15993531
FBgn0033784	2R	12936535	12934234
FBgn0285937	3R	21269060	21266029
FBgn0053995	2L	5048365	5043270
FBgn0026380	3R	9006226	9005313
FBgn0036239	3L	12002915	11998398
FBgn0037573	3R	8314864	8313208
FBgn0039563	3R	27954112	27952051
FBgn0267821	2L	10393228	10388105
FBgn0003275	3R	5372397	5371795
FBgn0030883	X	17907261	17906031
FBgn0031992	2L	8162452	8161796
FBgn0262559	3R	18228718	18226396
FBgn0035603	3L	5368008	5367341
FBgn0014465	X	8476071	8473837
FBgn0000259	X	11801587	11792533
FBgn0022349	3R	31751894	31747643
FBgn0035978	3L	9358935	9350867
FBgn0035390	3L	3046812	3044113
FBgn0037728	3R	9679658	9677927
FBgn0264493	3R	14032057	13967061
FBgn0011704	2R	11985393	11983145
FBgn0032929	2L	21182812	21179933
FBgn0036111	3L	10899123	10894776
FBgn0003942	2L	10410456	10408352
FBgn0020510	3R	14122420	14119262
FBgn0030719	X	15991974	15987008
FBgn0039156	3R	24154896	24152347
FBgn0030753	X	16445367	16441433
FBgn0032833	2L	19960065	19958713
FBgn0039544	3R	27710857	27707100
FBgn0058045	3L	24035859	24028515
FBgn0000541	3L	246912	233926
FBgn0039764	3R	30423929	30423032
FBgn0262734	X	16454972	16448665
FBgn0016696	3L	20776931	20771528
FBgn0004598	X	16381782	16373086
FBgn0052027	3L	18842786	18841579
FBgn0017550	3R	5613112	5607275
FBgn0032202	2L	10265229	10264125
FBgn0264694	3R	11409875	11408792
FBgn0035981	3L	9370300	9367377
FBgn0050359	2R	8465092	8462753
FBgn0039115	3R	23767488	23766519
FBgn0026533	2R	16861738	16856220
FBgn0031020	X	19484643	19479984
FBgn0037686	3R	9401226	9400237
FBgn0037327	3R	5464753	5458563
FBgn0035025	2R	24568082	24565554
FBgn0262737	3L	21932702	21844788
FBgn0030817	X	17104562	17091854
FBgn0034743	2R	22607995	22605745
FBgn0267347	2L	16681653	16680054
FBgn0010198	X	13337705	13335637
FBgn0030336	X	11816551	11808506
FBgn0026250	3R	18283005	18274665
FBgn0034726	2R	22412582	22411789
FBgn0023129	3L	9424781	9423253
FBgn0010422	2L	15060757	15058919
FBgn0010431	3L	8414103	8413012
FBgn0004856	X	9106604	9103870
FBgn0002638	3L	5932773	5930262
FBgn0000356	3L	8732599	8731944
FBgn0037248	3R	4429335	4422483
FBgn0285952	2R	24059483	24057798
FBgn0037081	3L	21433134	21420388
FBgn0032214	2L	10308045	10306922
FBgn0004179	3L	22273745	22267382
FBgn0040075	3L	19257111	19255340
FBgn0030991	X	19182024	19180173
FBgn0037249	3R	4433895	4429798
FBgn0010516	2R	11690863	11688569
FBgn0037504	3R	7473781	7472458
FBgn0023094	3L	19815938	19813770
FBgn0027493	3R	20830580	20824667
FBgn0010278	2R	23809004	23806361
FBgn0033349	2R	8925346	8922785
FBgn0033879	2R	13854331	13852947
FBgn0053113	2L	5009720	4992808
FBgn0032050	2L	8511866	8509069
FBgn0001133	2R	21011921	21009764
FBgn0010314	2L	9331981	9330763
FBgn0033569	2R	10897222	10894459
FBgn0013987	X	5764203	5759908
FBgn0033934	2R	14411572	14409295
FBgn0259483	2R	6696661	6695114
FBgn0003733	2R	7709184	7705183
FBgn0086361	3R	29617157	29591831
FBgn0037255	3R	4487677	4485008
FBgn0030049	X	8570159	8560322
FBgn0028685	X	6291245	6289470
FBgn0050499	2R	7565751	7564434
FBgn0023083	3R	18589459	18573091
FBgn0010408	3L	9511531	9509793
FBgn0037583	3R	8362554	8359958
FBgn0023529	X	2275068	2271008
FBgn0259174	3L	17546660	17530081
FBgn0003346	2L	19447317	19441959
FBgn0015288	X	765130	762560
FBgn0030241	X	10854869	10852446
FBgn0035148	3L	652881	651542
FBgn0003310	2L	1077815	1049674
FBgn0032197	2L	10231692	10227760
FBgn0011361	3L	1331631	1329949
FBgn0052446	3L	21642599	21640995
FBgn0039923	4	788978	778516
FBgn0025741	4	1027101	1009895
FBgn0026257	3R	24223528	24221103
FBgn0038453	3R	16645171	16643605
FBgn0037913	3R	11567054	11559896
FBgn0086691	2L	15275091	15274181
FBgn0002590	X	17148264	17143588
FBgn0010282	3R	6382604	6380467
FBgn0010825	3L	8472669	8449922
FBgn0036107	3L	10883573	10882890
FBgn0039858	3R	31612664	31596642
FBgn0086134	3R	12432556	12431321
FBgn0250814	3L	16586111	16584124
FBgn0024732	2R	12050172	12044612
FBgn0040493	3R	12967712	12950042
FBgn0020887	3L	19923462	19918242
FBgn0036697	3L	17055454	17049512
FBgn0085442	2R	24888615	24881570
FBgn0010078	2R	22855694	22854383
FBgn0033015	2R	5295965	5259004
FBgn0033241	2R	7960015	7958207
FBgn0003360	X	10786958	10780893
FBgn0032864	2L	20463444	20461585
FBgn0034802	2R	22937077	22934569
FBgn0035692	3L	6193179	6192124
FBgn0263987	X	5420867	5412386
FBgn0004882	3R	23280856	23260610
FBgn0016917	3R	20552311	20535323
FBgn0025626	X	2065142	2062313
FBgn0000100	3L	22077487	22075867
FBgn0016693	3R	12704875	12697322
FBgn0037027	3L	20813332	20809669
FBgn0034534	2R	20641668	20640976
FBgn0010409	2R	17547462	17546406
FBgn0003139	X	6372915	6371065
FBgn0259789	X	19783548	19766465
FBgn0261573	X	19530896	19521929
FBgn0034750	2R	22640201	22638807
FBgn0034951	2R	23995055	23992138
FBgn0011290	3R	11679690	11678386
FBgn0037549	3R	8125273	8122725
FBgn0039561	3R	27948021	27942796
FBgn0266711	2R	19446286	19445085
FBgn0036538	3L	15837482	15835693
FBgn0039757	3R	30209020	30206447
FBgn0043900	3R	31580699	31575835
FBgn0015544	2R	24161503	24159384
FBgn0030724	X	16073568	16070365
FBgn0038376	3R	15857470	15853868
FBgn0030306	X	11486566	11485250
FBgn0266410	3R	9362994	9340216
FBgn0016984	2R	20836028	20827282
FBgn0036929	3L	20004834	20002736
FBgn0085436	2R	9579007	9566146
FBgn0030328	X	11715565	11710120
FBgn0014007	3L	12741568	12734945
FBgn0034877	2R	23548982	23548239
FBgn0036340	3L	13040976	13036821
FBgn0284220	2L	19453490	19447365
FBgn0020392	3L	8178429	8176135
FBgn0038100	3R	12985488	12980792
FBgn0267698	3R	6361614	6350896
FBgn0036728	3L	17476124	17474761
FBgn0034876	2R	23548151	23544823
FBgn0036928	3L	20002446	20000644
FBgn0284249	2R	6668085	6662265
FBgn0050349	2R	8910885	8907518
FBgn0285926	X	10824277	10787869
FBgn0043456	2L	10008889	10003832
FBgn0027945	3L	21281506	21280491
FBgn0262736	2R	6633090	6625242
FBgn0016687	2R	24561087	24558967
FBgn0027529	2R	20325973	20319180
FBgn0039120	3R	23781621	23774225
FBgn0039830	3R	31219630	31216145
FBgn0004926	3L	12526731	12525093
FBgn0262114	2R	10436581	10429708
FBgn0029882	X	6654248	6653113
FBgn0001092	X	15869661	15868145
FBgn0028546	2L	13642602	13639447
FBgn0039735	3R	30004861	30003681
FBgn0024558	3R	22583225	22582028
FBgn0040007	2R	4516458	4515388
FBgn0041186	3R	29153266	29152074
FBgn0005536	3L	16082026	16051959
FBgn0042138	3L	11630749	11628037
FBgn0037482	3R	7186673	7184101
FBgn0037760	3R	9809368	9803486
FBgn0001491	X	11325308	11324294
FBgn0034925	2R	23898246	23896896
FBgn0021795	2R	11371335	11370300
FBgn0035471	3L	3905035	3903492
FBgn0000158	3R	25245109	25243039
FBgn0262512	2R	15680084	15679426
FBgn0025549	X	7291298	7288367
FBgn0027095	3R	16350801	16349404
FBgn0022238	2R	18158192	18154095
FBgn0011211	2R	22802180	22799099
FBgn0004828	X	9156669	9152523
FBgn0035872	3L	8315502	8310493
FBgn0035397	3L	3090406	3071133
FBgn0042135	2R	7735622	7716807
FBgn0061359	2R	12636141	12634166
FBgn0000359	X	8480523	8479319
FBgn0002284	3L	16610418	16609400
FBgn0030438	X	12973967	12970711
FBgn0000579	2L	1729636	1724768
FBgn0030311	X	11571718	11570621
FBgn0025681	2L	2998726	2992870
FBgn0011726	2R	24046805	24044453
FBgn0000183	2L	17473215	17459605
FBgn0026401	2R	4729017	4691672
FBgn0260794	3R	4812096	4786284
FBgn0266487	2R	12619820	12612740
FBgn0043455	3R	24049168	24047790
FBgn0036398	3L	14020148	14002127
FBgn0030061	X	8717065	8714936
FBgn0267824	2R	14497312	14481187
FBgn0031491	2L	3023141	3021309
FBgn0019925	3R	15346176	15343653
FBgn0026566	3R	6657442	6656030
FBgn0051122	3R	18412874	18406064
FBgn0250911	3L	2641984	2631715
FBgn0261955	X	6361323	6350629
FBgn0283535	3R	5595356	5591763
FBgn0013347	3R	23891060	23890388
FBgn0015795	3R	23995452	23993008
FBgn0021895	2R	23851480	23847161
FBgn0011584	2L	10013170	10009381
FBgn0259682	2R	18761082	18757074
FBgn0086656	2R	9143914	9142146
FBgn0035424	3L	3236604	3224838
FBgn0020443	2L	12441279	12434452
FBgn0033979	2R	14879752	14877786
FBgn0000251	2L	20783135	20770731
FBgn0250837	2L	11012135	11011312
FBgn0010803	3R	9266904	9265027
FBgn0033551	2R	10815781	10813405
FBgn0032262	2L	10510453	10507859
FBgn0261791	X	16640419	16639810
FBgn0000524	X	6538575	6533999
FBgn0030869	X	17827564	17820764
FBgn0034626	2R	21384391	21383227
FBgn0000454	3R	13785676	13782288
FBgn0032987	2L	22247875	22247111
FBgn0001086	2L	16313097	16310956
FBgn0032250	2L	10437316	10435995
FBgn0038191	3R	13964174	13960712
FBgn0082598	3L	7373711	7369843
FBgn0029174	2L	9890119	9888005
FBgn0028471	3R	24318419	24314660
FBgn0023509	X	1920318	1908239
FBgn0039936	4	867025	853557
FBgn0025186	2R	22217264	22212835
FBgn0033021	2R	5363104	5360331
FBgn0037137	3L	21836685	21832774
FBgn0037073	3L	21338232	21335215
FBgn0037236	3R	4337674	4334879
FBgn0034894	2R	23702406	23698949
FBgn0053558	2R	6971637	6924687
FBgn0263120	2R	8683022	8665813
FBgn0035600	3L	5362798	5360211
FBgn0032014	2L	8306741	8305586
FBgn0036428	3L	14550975	14540937
FBgn0262473	3R	26842403	26799041
FBgn0004643	X	2606824	2604197
FBgn0036824	3L	18898293	18893120
FBgn0011573	3L	1797307	1795392
FBgn0010226	2R	17099501	17093246
FBgn0036373	3L	13502492	13486797
FBgn0010638	2R	14619681	14618771
FBgn0000063	3R	17673828	17671271
FBgn0020618	2L	7827315	7825347
FBgn0038964	3R	22421068	22419095
FBgn0038535	3R	17682515	17673732
FBgn0039532	3R	27639871	27636412
FBgn0085208	2L	6048706	6046651
FBgn0043903	X	19683518	19676061
FBgn0024921	3L	6200385	6193480
FBgn0001124	2R	16141928	16138352
FBgn0035083	2R	24942413	24940625
FBgn0040208	3R	5232209	5227289
FBgn0043884	3R	24250248	24230562
FBgn0266848	X	22455422	22451445
FBgn0260223	2R	21691139	21690215
FBgn0029867	X	6349236	6347103
FBgn0005533	3L	9429821	9428795
FBgn0266581	3R	22038925	22034298
FBgn0053100	3R	24108960	24063077
FBgn0262601	2L	10426627	10425483
FBgn0031453	2L	2757975	2752445
FBgn0036213	3L	11824211	11822851
FBgn0261385	2R	7595242	7590119
FBgn0031267	2L	574264	573033
FBgn0004107	3R	20738414	20735623
FBgn0028953	2R	17465795	17457663
FBgn0004913	3R	4910081	4906622
FBgn0010750	3R	4777490	4750035
FBgn0052512	X	21067540	21062277
FBgn0028325	X	4705265	4702284
FBgn0283477	3R	16341988	16338943
FBgn0030738	X	16313138	16309817
FBgn0037252	3R	4441328	4437387
FBgn0263979	3R	15227564	15225576
FBgn0003545	2R	17748078	17745500
FBgn0037470	3R	7086083	7083225
FBgn0287586	3L	5355346	5343619
FBgn0035811	3L	7721472	7719350
FBgn0029941	X	7405797	7281089
FBgn0285948	2L	4458364	4457186
FBgn0040283	3R	24062815	24058287
FBgn0040773	2R	10050066	10048353
FBgn0017577	3R	10791150	10788524
FBgn0038145	3R	13385283	13382106
FBgn0004650	X	1329438	1322513
FBgn0036516	3L	15588175	15585431
FBgn0037770	3R	9986060	9982816
FBgn0035959	3L	9072731	9067195
FBgn0004177	2L	7833576	7827650
FBgn0263108	3L	3158408	3148646
FBgn0030502	X	13616586	13613193
FBgn0033029	2R	5663222	5656406
FBgn0001149	3R	12369268	12367817
FBgn0002525	2L	5546642	5542480
FBgn0003980	2L	5957639	5957004
FBgn0040232	2L	11269002	11261026
FBgn0022343	2R	24939769	24938181
FBgn0003449	X	5310501	5309242
FBgn0024352	2L	297449	295122
FBgn0043002	2L	8437996	8437405
FBgn0037878	3R	11221639	11220268
FBgn0011837	X	12682560	12659415
FBgn0035370	3L	2768392	2766999
FBgn0261786	2R	23528260	23523856
FBgn0002872	3L	1947475	1942734
FBgn0010488	2R	12923734	12915994
FBgn0000370	2L	21319527	21310866
FBgn0004378	3L	1245910	1241568
FBgn0036486	3L	15158562	15154233
FBgn0039691	3R	29747513	29745337
FBgn0000043	2R	6015689	6013910
FBgn0033607	2R	11283971	11280484
FBgn0000116	3L	9066027	9048781
FBgn0039581	3R	28345169	28340334
FBgn0032634	2L	17410406	17409698
FBgn0024371	2L	21156749	21154293
FBgn0033104	2R	6809766	6809044
FBgn0038235	3R	14513637	14512639
FBgn0000173	X	13999805	13996345
FBgn0033773	2R	12752936	12751483
FBgn0038275	3R	14899617	14898739
FBgn0040985	2L	16887966	16887109
FBgn0017581	3R	11764457	11750931
FBgn0032216	2L	10314396	10312265
FBgn0032236	2L	10387652	10386662
FBgn0027495	2R	12143272	12140631
FBgn0054039	3L	14562613	14560000
FBgn0001104	3L	6980044	6972750
FBgn0035763	3L	7328842	7326273
FBgn0261710	X	10474675	10461865
FBgn0030481	X	13389332	13387563
FBgn0024556	2R	13509332	13507557
FBgn0038809	3R	20585833	20581770
FBgn0036039	3L	9729650	9726895
FBgn0030616	X	15139367	15137870
FBgn0051342	3R	12991543	12986041
FBgn0037533	3R	7978428	7974409
FBgn0259176	2L	12546611	12455540
FBgn0032643	2L	17484307	17481988
FBgn0030733	X	16286988	16286288
FBgn0033581	2R	11150068	11147602
FBgn0038065	3R	12630495	12628031
FBgn0016120	3R	19096271	19095000
FBgn0032586	2L	16507621	16491540
FBgn0250850	2R	20640681	20633876
FBgn0032518	2L	13395131	13393687
FBgn0259937	2R	24186343	24174877
FBgn0023213	4	930715	915297
FBgn0000055	2L	14618902	14615552
FBgn0036620	3L	16369518	16368389
FBgn0041171	3L	4254306	4246343
FBgn0286778	2R	7782637	7737019
FBgn0027359	X	11369283	11368445
FBgn0037363	3R	5679930	5669713
FBgn0027515	2L	7825350	7821151
FBgn0010909	3L	2586540	2554847
FBgn0260392	2R	18168380	18167227
FBgn0261599	3R	9779528	9778042
FBgn0029676	X	3792477	3789969
FBgn0015031	2L	5327969	5327227
FBgn0038947	3R	22360711	22356685
FBgn0261108	3R	8352817	8349815
FBgn0265968	2L	5010834	5009931
FBgn0036685	3L	17016180	17012886
FBgn0027052	2L	10439240	10437548
FBgn0033635	2R	11442216	11436243
FBgn0034181	2R	17019522	17016226
FBgn0035252	3L	1654238	1652750
FBgn0030838	X	17305475	17282496
FBgn0030943	X	18649489	18648182
FBgn0011481	3R	18199595	18192494
FBgn0032479	2L	13191979	13183849
FBgn0061515	3L	14031706	14029579
FBgn0025700	2L	9918330	9917221
FBgn0016053	2R	22332813	22330200
FBgn0261609	X	16446993	16445176
FBgn0033017	2R	5340995	5339706
FBgn0004655	X	2158983	2149936
FBgn0037756	3R	9793098	9791483
FBgn0027329	X	15748971	15746648
FBgn0024432	3R	18300044	18299229
FBgn0031544	2L	3517264	3514872
FBgn0016926	2L	1128953	1114654
FBgn0000166	3R	6759466	6755842
FBgn0260439	2L	8370090	8366038
FBgn0000308	2L	5981018	5972115
FBgn0038195	3R	14035041	14032371
FBgn0052230	3L	23345936	23339326
FBgn0003525	3R	29255800	29251826
FBgn0013263	3L	14761049	14747929
FBgn0035631	3L	5767084	5765846
FBgn0260959	2R	11903918	11895997
FBgn0027932	2L	8431297	8415690
FBgn0050389	2R	21160545	21148265
FBgn0015553	2L	18682075	18679631
FBgn0036337	3L	13022688	13019715
FBgn0030740	X	16323231	16321431
FBgn0026879	X	625203	624757
FBgn0003721	3R	15308779	15278220
FBgn0262872	2L	7056010	7037823
FBgn0013981	3R	14626614	14625755
FBgn0250869	X	6333028	6330842
FBgn0032189	2L	10200974	10199401
FBgn0003231	2L	19545548	19542468
FBgn0015799	X	801479	797090
FBgn0003114	2R	20263684	20262958
FBgn0030056	X	8688760	8681252
FBgn0010288	2L	2214211	2212738
FBgn0086358	2R	19304508	19292529
FBgn0029152	3L	21533713	21529959
FBgn0262608	X	4247785	4247313
FBgn0027363	2L	10862006	10858536
FBgn0036334	3L	13016903	13016050
FBgn0037360	3R	5659912	5656236
FBgn0013770	2R	13967981	13960675
FBgn0039227	3R	24805259	24799967
FBgn0001169	3R	20628915	20621938
FBgn0022338	3R	18982749	18980995
FBgn0052642	X	12960790	12959220
FBgn0035165	3L	839931	837861
FBgn0025809	X	15785583	15784009
FBgn0002579	X	629483	628338
FBgn0015372	2R	23523613	23519839
FBgn0014464	X	8473087	8470888
FBgn0003401	2R	23843286	23841461
FBgn0051716	2L	10403206	10396716
FBgn0029687	X	3955442	3948975
FBgn0036580	3L	16232038	16231081
FBgn0260634	3R	23819237	23808285
FBgn0033379	2R	9113951	9111505
FBgn0028693	3L	16584022	16583028
FBgn0032200	2L	10255891	10254610
FBgn0086707	2L	18448957	18444507
FBgn0266053	3R	17048421	17043564
FBgn0032029	2L	8374250	8370454
FBgn0036804	3L	18681836	18681037
FBgn0010341	X	19699938	19697091
FBgn0004587	3R	13666891	13661311
FBgn0014861	3R	8267924	8264970
FBgn0037135	3L	21827856	21824740
FBgn0001186	X	9589813	9585675
FBgn0031497	2L	3037403	3035493
FBgn0037351	3R	5625947	5624474
FBgn0030063	X	8721503	8720520
FBgn0029979	X	7931382	7922158
FBgn0004636	3L	1862239	1859115
FBgn0035541	3L	4406059	4405127
FBgn0032101	2L	9166514	9165421
FBgn0020386	3L	145895	129450
FBgn0027506	2R	17444938	17432173
FBgn0037894	3R	11416142	11412522
FBgn0016691	3R	15266690	15265591
FBgn0287720	2L	10060095	10056900
FBgn0030301	X	11459227	11454786
FBgn0037262	3R	4643292	4641963
FBgn0035720	3L	6955904	6949491
FBgn0011236	2R	23877442	23870273
FBgn0260399	3R	18750360	18746370
FBgn0032703	2L	18704454	18703473
FBgn0037707	3R	9553747	9552034
FBgn0263106	3L	5752189	5750029
FBgn0032783	2L	19442727	19435850
FBgn0027580	2R	9861543	9850703
FBgn0039026	3R	22794030	22750901
FBgn0028663	3L	21541215	21539862
FBgn0020370	2R	13159141	13152885
FBgn0039644	3R	29164966	29158122
FBgn0023174	3L	15001319	14999951
FBgn0262519	3L	19910215	19882051
FBgn0283469	X	17911097	17907692
FBgn0052103	3L	12414842	12402295
FBgn0013272	2R	22329416	22317662
FBgn0015527	X	21349843	21346503
FBgn0001226	3L	9385694	9384063
