#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0031623	2L	4701485	4700835
FBgn0004435	2R	12623197	12612740
FBgn0034527	2R	20621081	20618503
FBgn0025629	X	2075900	2074795
FBgn0031651	2L	4945361	4944256
FBgn0003301	X	14826073	14787478
FBgn0035160	3L	755489	737680
FBgn0036887	3L	19586003	19585093
FBgn0050438	2R	5549543	5496674
FBgn0014011	3L	7435190	7432762
FBgn0032603	2L	16793444	16791568
FBgn0031351	2L	1612576	1611410
FBgn0259720	3L	19266838	19263766
FBgn0024754	2R	15569404	15566271
FBgn0035415	3L	3197631	3197045
FBgn0261383	X	5747254	5738663
FBgn0023000	3L	346957	343378
FBgn0028429	3L	9836805	9834367
FBgn0019938	2R	14601216	14595611
FBgn0034200	2R	17139595	17137240
FBgn0039305	3R	25263292	25262741
FBgn0264959	2R	6012795	5981844
FBgn0032717	2L	18839679	18833710
FBgn0035851	3L	8196573	8191270
FBgn0025638	X	648597	647304
FBgn0033815	2R	13237055	13235980
FBgn0038056	3R	12460294	12458421
FBgn0086683	2L	23068386	23066874
FBgn0266953	3L	11285180	11284731
FBgn0038981	3R	22528663	22520087
FBgn0028664	3L	4186865	4186018
FBgn0002905	3R	12712299	12705523
FBgn0020660	3L	27858271	27842669
FBgn0038966	3R	22424929	22423316
FBgn0034512	2R	20535835	20534245
FBgn0040011	2L	22585843	22579072
FBgn0032910	2L	21071502	21057706
FBgn0035383	3L	2983551	2981022
FBgn0032467	2L	13019434	13013276
FBgn0033261	2R	8113949	8106385
FBgn0035323	3L	2263615	2262919
FBgn0037244	3R	4402017	4400510
FBgn0038744	3R	19898738	19890689
FBgn0085195	2L	14743879	14743193
FBgn0031493	2L	3029168	3026252
FBgn0032224	2L	10344223	10342594
FBgn0034418	2R	19137169	19133727
FBgn0004465	3L	16612199	16610662
FBgn0052226	3L	20302141	20297129
FBgn0000032	3R	29993411	29991144
FBgn0035497	3L	4103256	4094343
FBgn0010382	2L	15748150	15727581
FBgn0032732	2L	18988331	18987707
FBgn0036518	3L	15609125	15588860
FBgn0037972	3R	11977197	11975156
FBgn0026149	X	9358594	9356634
FBgn0032397	2L	12038511	12035984
FBgn0021967	2L	3467334	3466157
FBgn0032700	2L	18698571	18695664
FBgn0038857	3R	21118856	21117857
FBgn0025635	X	628016	625542
FBgn0034723	2R	22394015	22383134
FBgn0002791	2R	23975408	23972431
FBgn0037239	3R	4381210	4378600
FBgn0082949	3L	20454085	20454007
FBgn0004101	2R	24376473	24342861
FBgn0025839	X	2173432	2172526
FBgn0086028	2R	22606861	22606795
FBgn0038419	3R	16349226	16345825
FBgn0004666	3R	13078124	13057755
FBgn0040660	2R	23383424	23377866
FBgn0010292	X	7903643	7901880
FBgn0031980	2L	8042909	8041873
FBgn0262895	3L	17033676	17033119
FBgn0030610	X	15084699	15084029
FBgn0086784	2R	8734304	8729502
FBgn0031077	X	19865524	19859743
FBgn0263144	2R	6240602	6214568
FBgn0037889	3R	11242120	11241183
FBgn0003041	3L	7911954	7896109
FBgn0066303	X	19745898	19744431
FBgn0010877	3R	18298879	18288866
FBgn0035152	3L	682470	680436
FBgn0000114	2L	12313438	12175004
FBgn0019624	3R	11820299	11819359
FBgn0027597	2L	1752122	1750687
FBgn0039846	3R	31405452	31401560
FBgn0051928	2L	1493859	1492295
FBgn0011592	2R	12564184	12529053
FBgn0032076	2L	8942105	8939725
FBgn0034242	2R	17565852	17564340
FBgn0051441	3R	11237624	11236286
FBgn0031360	2L	1731070	1729887
FBgn0035440	3L	3334978	3333119
FBgn0005585	3R	9630851	9628691
FBgn0035871	3L	8308941	8307145
FBgn0026873	X	1866887	1865909
FBgn0000139	3R	24653376	24650125
FBgn0031268	2L	575734	574291
FBgn0026379	2L	10261049	10256319
FBgn0283427	2L	3068177	3056598
FBgn0004397	X	2222567	2214347
FBgn0034271	2R	17743969	17739901
FBgn0001189	X	1673608	1669570
FBgn0001223	3L	9374964	9372931
FBgn0025879	3R	10213007	10203875
FBgn0039136	3R	23988738	23986642
FBgn0029997	X	8102095	8094250
FBgn0283525	2L	1149449	1147822
FBgn0004237	3R	13660531	13656846
FBgn0024983	X	530291	527941
FBgn0037376	3R	5789384	5787337
FBgn0065066	3R	29863344	29863299
FBgn0033544	2R	10738370	10731335
FBgn0266005	X	1088866	1047242
FBgn0287767	2R	5700212	5697872
FBgn0000121	3L	8648936	8647261
FBgn0036846	3L	19094760	19092670
FBgn0003079	X	2343870	2295466
FBgn0030292	X	11350474	11349998
FBgn0032899	2L	20867709	20865215
FBgn0037884	3R	11235013	11232429
FBgn0029858	X	6294177	6291303
FBgn0038063	3R	12595725	12550625
FBgn0047178	3L	15144059	15143063
FBgn0286786	2L	9700459	9699791
FBgn0038597	3R	18286624	18283660
FBgn0267086	X	6280012	6279680
FBgn0029980	X	7933351	7931745
FBgn0261597	2L	18443277	18441335
FBgn0031600	2L	4393876	4392770
FBgn0267525	3L	16612827	16612500
FBgn0014455	X	15453167	15450261
FBgn0013325	2R	19443825	19442342
FBgn0041579	2R	13394667	13393705
FBgn0038400	3R	16146855	16144401
FBgn0259978	2R	5705439	5702112
FBgn0020633	3L	8894310	8891596
FBgn0012037	2L	13909212	13905645
FBgn0030170	X	10014279	10010481
FBgn0003567	3R	14308589	14304455
FBgn0039150	3R	24112389	24109944
FBgn0050108	2R	17670000	17669395
FBgn0036837	3L	18998283	18990026
FBgn0032750	2L	19064726	19063295
FBgn0035205	3L	1311805	1307224
FBgn0038619	3R	18406002	18404940
FBgn0038190	3R	13951138	13949454
FBgn0026876	X	1239884	1236873
FBgn0035065	2R	24785542	24783555
FBgn0001108	3L	13934656	13929387
FBgn0031974	2L	8009477	8008302
FBgn0262103	2R	18705805	18688132
FBgn0040259	3R	11159744	11157098
FBgn0039836	3R	31254900	31253659
FBgn0039860	3R	31617837	31616303
FBgn0036760	3L	17843544	17841540
FBgn0011217	3R	14741319	14732414
FBgn0030479	X	13384877	13380166
FBgn0032724	2L	18950973	18948884
FBgn0032935	2L	21220572	21212322
FBgn0039385	3R	25895026	25893495
FBgn0261844	3R	21370249	21365609
FBgn0000319	X	15835490	15827986
FBgn0030899	X	18205144	18204403
FBgn0034191	2R	17093070	17091984
FBgn0027930	3R	4309835	4307908
FBgn0028703	2L	6684364	6677835
FBgn0033480	2R	10067242	10066650
FBgn0086350	2R	17056835	17054546
FBgn0037305	3R	5256681	5255444
FBgn0052638	X	13128794	13122876
FBgn0032172	2L	9963949	9959248
FBgn0266180	X	3348400	3313333
FBgn0040324	4	580122	571755
FBgn0028984	3R	15206447	15203069
FBgn0033374	2R	9094658	9092506
FBgn0032934	2L	21218544	21216004
FBgn0034060	2R	16006901	16001181
FBgn0010309	2L	19189938	19186043
FBgn0031374	2L	1944289	1884622
FBgn0015270	3R	13967075	13964885
FBgn0003015	3R	8938395	8935126
FBgn0033081	2R	6656594	6655463
FBgn0003435	2R	19631508	19517864
FBgn0003866	2L	21837011	21828593
FBgn0035089	2R	24973207	24970843
FBgn0004449	3L	22407863	22293044
FBgn0000536	X	16285618	16278328
FBgn0003159	X	2366356	2344949
FBgn0035247	3L	1639235	1637942
FBgn0039712	3R	29861494	29860055
FBgn0036480	3L	15128029	15116737
FBgn0052641	X	13184996	13184478
FBgn0284254	2R	15687415	15682719
FBgn0039339	3R	25485855	25483098
FBgn0034946	2R	23972233	23970305
FBgn0000163	X	17200728	17160006
FBgn0033812	2R	13230234	13228276
FBgn0000056	2L	14618902	14615552
FBgn0025680	3R	19215442	19212154
FBgn0029761	X	5405138	5340236
FBgn0039019	3R	22746605	22745620
FBgn0051320	3R	14361786	14358356
FBgn0264489	3L	9834345	9813847
FBgn0011606	X	2604052	2599158
FBgn0011224	3R	32015520	31846987
FBgn0030666	X	15677737	15675476
FBgn0037667	3R	9256731	9255052
FBgn0065071	X	6531701	6531635
FBgn0030870	X	17841705	17830828
FBgn0040514	X	23085536	23084672
FBgn0014395	X	22451463	22449737
FBgn0031909	2L	7409809	7408533
FBgn0035593	3L	5135670	5133871
FBgn0025881	2L	9894907	9894795
FBgn0263258	X	17698730	17672458
FBgn0261850	2R	21174504	21171001
FBgn0032253	2L	10457241	10452677
FBgn0050147	2R	20618217	20606881
FBgn0284243	2R	19451600	19447319
FBgn0004795	2R	23654820	23632610
FBgn0038806	3R	20578131	20577053
FBgn0086602	X	6742491	6742349
FBgn0015222	3R	30388178	30385573
FBgn0067905	2R	20870678	20870392
FBgn0011715	3R	5472754	5470926
FBgn0037838	3R	10817490	10815288
FBgn0034986	2R	24174441	24173665
FBgn0061200	X	16610459	16599241
FBgn0284246	2R	6076367	6074471
FBgn0035020	2R	24533391	24531594
FBgn0000261	3L	18828188	18822604
FBgn0039459	3R	26864559	26863376
FBgn0027087	X	18520445	18515428
FBgn0015509	2R	7921579	7916856
FBgn0005640	3L	3610521	3515751
FBgn0033973	2R	14857502	14855429
FBgn0014868	X	9158515	9156929
FBgn0035890	3L	8407354	8405454
FBgn0037149	3L	22067216	22065907
FBgn0037566	3R	8302770	8301440
FBgn0038250	3R	14659228	14657447
FBgn0010622	2R	23062593	23061420
FBgn0031484	2L	2978500	2977122
FBgn0033808	2R	13215760	13214706
FBgn0260027	3L	18668135	18667361
FBgn0025373	2R	11307528	11305511
FBgn0027586	2L	13239297	13236494
FBgn0030654	X	15572149	15570380
FBgn0027055	3L	20841576	20839096
FBgn0031609	2L	4463447	4461657
FBgn0259111	2L	7249343	7223328
FBgn0036569	3L	16103482	16100280
FBgn0010411	2R	20264848	20263979
FBgn0039427	3R	26454585	26452534
FBgn0038585	3R	18224942	18223722
FBgn0032923	2L	21160903	21158847
FBgn0033649	2R	11726345	11712263
FBgn0039113	3R	23763263	23760737
FBgn0003891	2R	21192913	21183322
FBgn0005593	2L	10202321	10201004
FBgn0026261	2R	22638868	22637770
FBgn0086912	2L	273715	271912
FBgn0039342	3R	25505931	25505191
FBgn0017429	3L	8604149	8602411
FBgn0037263	3R	4644636	4641963
FBgn0035181	3L	1036298	1034697
FBgn0036589	3L	16271918	16271282
FBgn0033984	2R	14940722	14935660
FBgn0035414	3L	3192491	3190622
FBgn0052133	3L	14029121	14020315
FBgn0032162	2L	9922860	9921633
FBgn0004379	3L	9367046	9362636
FBgn0011745	3R	12694232	12691743
FBgn0039543	3R	27706751	27703379
FBgn0031865	2L	6870389	6860905
FBgn0038871	3R	21223584	21220704
FBgn0011207	2L	9708883	9700810
FBgn0035640	3L	5813093	5812135
FBgn0032705	2L	18711297	18708846
FBgn0036117	3L	11061224	11059437
FBgn0035533	3L	4364102	4322491
FBgn0250788	X	17669371	17657372
FBgn0000639	3L	14098053	14094589
FBgn0033912	2R	14216627	14215096
FBgn0052699	X	9579987	9571537
FBgn0030894	X	18101314	18097558
FBgn0038914	3R	21884454	21883924
FBgn0027528	X	16751910	16727304
FBgn0034988	2R	24197027	24195498
FBgn0262517	3L	19552290	19544345
FBgn0031805	2L	6370190	6367882
FBgn0040754	2R	13221015	13220283
FBgn0023076	3L	7775603	7763233
FBgn0039157	3R	24161498	24154826
FBgn0028506	2L	16354539	16352934
FBgn0003517	X	1483413	1481797
FBgn0038428	3R	16443007	16441843
FBgn0032105	2L	9253118	9251472
FBgn0031233	2L	210725	207179
FBgn0035896	3L	8449377	8443042
FBgn0283724	3L	3185287	3178930
FBgn0016756	3L	5761886	5752973
FBgn0263251	3L	9974023	9972312
FBgn0085432	4	114270	69326
FBgn0285951	3L	16348782	16348074
FBgn0001612	X	13744683	13736570
FBgn0027504	2R	12151057	12146024
FBgn0037612	3R	8715263	8712933
FBgn0083000	X	17144420	17144283
FBgn0039993	2R	1596457	1590484
FBgn0011591	3L	20949512	20925891
FBgn0263278	2L	6426371	6424336
FBgn0030699	X	15847858	15844476
FBgn0039766	3R	30425162	30424499
FBgn0259481	3L	11562233	11522757
FBgn0011289	3R	27256463	27251112
FBgn0038320	3R	15338365	15333266
FBgn0033929	2R	14365473	14363048
FBgn0034735	2R	22494295	22492197
FBgn0000097	2L	2178754	2156484
FBgn0051145	3R	23669659	23605751
FBgn0041252	X	4242826	4241887
FBgn0278604	3R	9714675	9711142
FBgn0050372	2R	8123001	8114286
FBgn0036136	3L	11123216	11121966
FBgn0029966	X	7876847	7874394
FBgn0265935	2R	6872718	6862001
FBgn0013749	4	1125325	1124167
FBgn0011474	3R	14320494	14316038
FBgn0030071	X	8923687	8922888
FBgn0029755	X	5319071	5317409
FBgn0039559	3R	27937853	27932982
FBgn0000721	2L	3656953	3622074
FBgn0004597	3R	14890205	14889004
FBgn0030752	X	16441296	16438680
FBgn0087021	3R	12963249	12961745
FBgn0031776	2L	6069838	6069079
FBgn0013305	2R	12880230	12877094
FBgn0036198	3L	11711386	11710507
FBgn0063386	2R	17703168	17703102
FBgn0065047	2R	17145826	17145617
FBgn0260860	3R	30181486	30180232
FBgn0264979	2L	2245274	2242378
FBgn0024804	3L	27422159	27279316
FBgn0050157	2R	6975133	6974038
FBgn0010247	3R	3587054	3461351
FBgn0035825	3L	7915120	7913664
FBgn0030012	X	8154533	8152948
FBgn0263027	2L	7014737	7013396
FBgn0044871	3R	18665307	18663738
FBgn0275436	2R	13969902	13968308
FBgn0026409	3L	14540441	14537651
FBgn0038268	3R	14882631	14879457
FBgn0038968	3R	22446587	22440152
FBgn0010220	2R	9089802	9087834
FBgn0032961	2L	21761000	21758010
FBgn0037215	3R	4204572	4197206
FBgn0051523	3R	4479207	4465421
FBgn0041702	2R	18972537	18971309
FBgn0260940	3R	21866238	21865168
FBgn0002069	2R	12883168	12877004
FBgn0039972	2L	22368796	22308755
FBgn0052657	X	12087695	12087211
FBgn0260660	3L	7053499	6998843
FBgn0034631	2R	21501732	21498903
FBgn0259932	3L	9974023	9972312
FBgn0261283	3L	19798979	19793935
FBgn0003118	3R	23346167	23290231
FBgn0010014	X	5334449	5332499
FBgn0005694	3L	21438639	21433422
FBgn0051472	3R	7811912	7810532
FBgn0003479	3R	30056037	30054696
FBgn0035464	3L	3813958	3811263
FBgn0033948	2R	14621320	14619798
FBgn0028965	2L	13021312	13019575
FBgn0039349	3R	25626924	25624805
FBgn0001247	3L	20375896	20371672
FBgn0036816	3L	18846267	18828632
FBgn0036913	3L	19881783	19871139
FBgn0040786	3L	19807199	19806811
FBgn0003885	3R	7532732	7530753
FBgn0029134	2R	10821178	10819978
FBgn0027572	2R	17764541	17760940
FBgn0260943	3L	17238212	17058774
FBgn0015025	3L	15818621	15816979
FBgn0033609	2R	11289772	11285148
FBgn0051457	3R	23127981	23126581
FBgn0086384	X	19693500	19689697
FBgn0037467	3R	7074452	7071624
FBgn0004914	2L	8709611	8687226
FBgn0021814	2R	8080041	8078869
FBgn0036811	3L	18746623	18745856
FBgn0029868	X	6350401	6349016
FBgn0085344	2R	13206547	13202728
FBgn0036207	3L	11795418	11793514
FBgn0004133	2R	7587079	7580488
FBgn0030053	X	8590774	8588811
FBgn0000246	3R	15792579	15789473
FBgn0083987	3L	3893330	3893056
FBgn0260744	3R	11974910	11971007
FBgn0039488	3R	27116707	27115152
FBgn0050101	2R	17410204	17408258
FBgn0020496	3R	13026275	13011649
FBgn0035917	3L	8638813	8624371
FBgn0052529	X	19908108	19866146
FBgn0067629	3R	14889146	14886456
FBgn0003227	3R	15832632	15823019
FBgn0053970	3R	26362588	26318355
FBgn0039809	3R	30883503	30881792
FBgn0037020	3L	20780378	20778799
FBgn0033564	2R	10883202	10879974
FBgn0031238	2L	271744	252589
FBgn0033086	2R	6670076	6669024
FBgn0264955	X	17579135	17578689
FBgn0031449	2L	2739830	2725674
FBgn0038306	3R	15229408	15227605
FBgn0063923	3L	218058	216625
FBgn0266486	2R	9192096	9186670
FBgn0036915	3L	19912504	19910300
FBgn0039006	3R	22700307	22698319
FBgn0265605	2R	16110017	16107440
FBgn0032509	2L	13367410	13366447
FBgn0266490	X	7893798	7893053
FBgn0034585	2R	21091004	21088386
FBgn0286833	3L	9899387	9898626
FBgn0046296	3L	12133834	12132146
FBgn0027950	3R	9561533	9559760
FBgn0266197	X	499456	498097
FBgn0035147	3L	651311	648555
FBgn0287585	3L	20526174	20522440
FBgn0026084	X	4110981	4106113
FBgn0264706	3R	21217242	21216820
FBgn0267861	2R	1527095	1512810
FBgn0011763	2R	13228202	13222433
FBgn0032919	2L	21145146	21143229
FBgn0031174	X	21328150	21324046
FBgn0000140	3R	24760513	24753849
FBgn0033507	2R	10311143	10310113
FBgn0031661	2L	4977023	4975300
FBgn0015621	2L	821209	819964
FBgn0034237	2R	17539142	17536213
FBgn0035335	3L	2373704	2372844
FBgn0267072	X	4805683	4805459
FBgn0000253	2R	12278809	12259398
FBgn0032512	2L	13373890	13371427
FBgn0026702	X	5625493	5622648
FBgn0015808	2L	18833630	18831229
FBgn0037617	3R	8725357	8723174
FBgn0034087	2R	16194277	16186584
FBgn0038810	3R	20591040	20588711
FBgn0035294	3L	1942872	1941068
FBgn0031696	2L	5283283	5278865
FBgn0267206	3R	22541279	22539996
FBgn0039163	3R	24188896	24187724
FBgn0026378	2R	19494125	19492087
FBgn0039638	3R	29130972	29128584
FBgn0026619	2R	12756414	12753026
FBgn0040235	X	9319223	9317915
FBgn0034816	2R	23076857	23074823
FBgn0038550	3R	17807085	17805679
FBgn0022987	2R	17475129	17469624
FBgn0034618	2R	21319569	21312399
FBgn0035421	3L	3220925	3219156
FBgn0035483	3L	4023501	4021457
FBgn0033258	2R	8098484	8096792
FBgn0028476	3R	29235302	29229161
FBgn0266697	3R	4402928	4402429
FBgn0039790	3R	30601489	30592971
FBgn0038704	3R	19406294	19403455
FBgn0036545	3L	15956465	15955096
FBgn0027617	3R	24817007	24814903
FBgn0086075	3L	9510807	9510720
FBgn0032482	2L	13210828	13203762
FBgn0031631	2L	4818245	4815613
FBgn0015376	2L	3711748	3707230
FBgn0022709	3L	12204082	12200322
FBgn0035228	3L	1536835	1534929
FBgn0034645	2R	21658777	21658078
FBgn0035589	3L	5140473	5139619
FBgn0029763	X	5427219	5421533
FBgn0027526	3R	23062751	23061493
FBgn0030025	X	8241483	8240684
FBgn0266958	3L	8310512	8309351
FBgn0039754	3R	30191252	30185423
FBgn0039904	4	375554	359938
FBgn0035164	3L	837821	836667
FBgn0034172	2R	16958927	16957465
FBgn0034141	2R	16589184	16587045
FBgn0030276	X	11164670	11154421
FBgn0040367	X	1211853	1209970
FBgn0032476	2L	13178978	13177150
FBgn0050394	2R	21323320	21320040
FBgn0034442	2R	19391900	19390128
FBgn0034275	2R	17753214	17750293
FBgn0033665	2R	11901394	11899517
FBgn0264303	3L	7335226	7333544
FBgn0034909	2R	23818327	23812185
FBgn0262871	3R	17390265	17379944
FBgn0010786	3L	1339415	1334889
FBgn0029893	X	6695007	6689296
FBgn0263289	3R	26604051	26536350
FBgn0017482	2R	22332072	22329726
FBgn0031231	2L	204782	203779
FBgn0061492	3L	6096517	6094987
FBgn0030099	X	9193620	9192669
FBgn0038771	3R	20059750	20056418
FBgn0029913	X	6849517	6847877
FBgn0003165	3R	9237682	9066343
FBgn0030274	X	11152592	11149323
FBgn0030457	X	13162854	13159604
FBgn0036689	3L	17029814	17027515
FBgn0000182	2L	16048757	16042047
FBgn0037715	3R	9574211	9571911
FBgn0030556	X	14242822	14240266
FBgn0283658	2L	7430329	7426866
FBgn0011659	2R	8172401	8170274
FBgn0033051	2R	6023144	6020311
FBgn0027509	2L	2151664	2147518
FBgn0027603	X	19208187	19202103
FBgn0030512	X	13718285	13684380
FBgn0039300	3R	25247514	25245955
FBgn0052202	3L	18682860	18682184
FBgn0261984	3R	19861291	19853908
FBgn0032791	2L	19491679	19490262
FBgn0031820	2L	6487576	6480929
FBgn0040658	2R	22670622	22669145
FBgn0014189	2L	5542314	5539326
FBgn0065100	2L	21680700	21680670
FBgn0034858	2R	23389052	23386521
FBgn0026196	2L	6918743	6916753
FBgn0042693	3R	18180049	18167757
FBgn0037529	3R	7902667	7889277
FBgn0051673	2L	20831161	20829609
FBgn0038476	3R	17084781	17080244
FBgn0046301	3L	21832253	21830544
FBgn0033160	2R	7391023	7387187
FBgn0266685	3L	17842599	17841671
FBgn0033960	2R	14756288	14753337
FBgn0024806	3L	257954	250229
FBgn0015558	X	21339676	21328613
FBgn0041723	2L	10373900	10368025
FBgn0032957	2L	21677530	21663806
FBgn0260233	3L	14757962	14747929
FBgn0003660	2R	10252417	10249435
FBgn0034067	2R	16024627	16017737
FBgn0031037	X	19611413	19605199
FBgn0264902	3R	5660570	5659477
FBgn0004903	3R	26875742	26872129
FBgn0025633	X	620195	585081
FBgn0261787	2L	20656178	20650755
FBgn0038722	3R	19646906	19645026
FBgn0000547	2L	4115749	4031377
FBgn0035665	3L	6051690	6050757
FBgn0024188	2R	11361871	11360706
FBgn0036298	3L	12530171	12527215
FBgn0031461	2L	2812376	2805261
FBgn0266681	3L	10894743	10893646
FBgn0266671	2R	18627718	18625249
FBgn0266411	3R	30121798	30058311
FBgn0036938	3L	20112847	20112265
FBgn0013432	X	2149647	2148463
FBgn0029798	X	5752077	5747747
FBgn0267766	3R	24925344	24924416
FBgn0024227	2L	10858094	10856797
FBgn0264695	2L	16788766	16766566
FBgn0037156	3L	22266679	22265806
FBgn0261363	2R	23067183	23064769
FBgn0034086	2R	16186506	16185122
FBgn0034253	2R	17639138	17604951
FBgn0041164	3L	3466314	3461317
FBgn0028494	2R	17719346	17703335
FBgn0027499	2R	10808938	10800420
FBgn0004556	3L	16730818	16728496
FBgn0032154	2L	9893446	9891255
FBgn0031377	2L	1980755	1975463
FBgn0036405	3L	14052469	14051206
FBgn0034837	2R	23247893	23246610
FBgn0038829	3R	20821848	20819129
FBgn0015320	2L	10768006	10765010
FBgn0041721	3L	16654006	16653769
FBgn0053099	3R	22530572	22528920
FBgn0038243	3R	14568847	14567611
FBgn0086856	2L	274766	273836
FBgn0267823	2R	22888857	22887574
FBgn0260945	3L	12805116	12784429
FBgn0026316	2R	17789410	17788412
FBgn0266956	3L	9761354	9760900
FBgn0013765	2R	13450475	13439314
FBgn0261873	X	8240474	8178549
FBgn0262431	3R	24658660	24658605
FBgn0283461	3L	3369942	3369556
FBgn0029715	X	4554398	4553117
FBgn0034753	2R	22646344	22644646
FBgn0031143	X	21028361	21026125
FBgn0050493	2R	7703501	7699253
FBgn0034720	2R	22373109	22333500
FBgn0035519	3L	4261643	4259430
FBgn0036053	3L	9864349	9860217
FBgn0037551	3R	8129835	8126605
FBgn0041210	X	13285632	13262687
FBgn0267137	3R	10897181	10896479
FBgn0033402	2R	9308722	9302823
FBgn0020238	3R	18250550	18242531
FBgn0037632	3R	8806234	8801564
FBgn0052280	3L	3169080	3165181
FBgn0032465	2L	13000635	12993757
FBgn0024734	2L	16257606	16245835
FBgn0039589	3R	28608372	28606079
FBgn0040602	3R	25851291	25850410
FBgn0003701	2R	17865963	17861273
FBgn0031317	2L	1172805	1170753
FBgn0030788	X	16789644	16787283
FBgn0024285	2L	9915044	9912911
FBgn0000463	3R	19326217	19302731
FBgn0050290	2R	21692764	21691295
FBgn0024920	2L	2969638	2968293
FBgn0052856	3R	15965351	15964678
FBgn0022069	2L	13366189	13363308
FBgn0029113	3L	8127818	8125327
FBgn0031090	X	20159872	20155766
FBgn0032341	2L	11106645	11100963
FBgn0035046	2R	24665439	24664398
FBgn0039114	3R	23766662	23763857
FBgn0032752	2L	19069851	19064832
FBgn0086558	X	6279647	6276876
FBgn0015522	2R	17848444	17846699
FBgn0265665	2R	19505462	19504775
FBgn0261838	3R	21362131	21360176
FBgn0020415	2L	16450508	16447330
FBgn0261872	3L	17042574	17036859
FBgn0021944	2L	6965887	6964421
FBgn0031021	X	19493337	19492421
FBgn0033348	2R	8922755	8920270
FBgn0033918	2R	14258787	14256493
FBgn0011335	3L	12118055	12116101
FBgn0259209	2R	24078223	24074602
FBgn0030366	X	12029032	12022837
FBgn0032395	2L	12020960	12014304
FBgn0083961	2L	4966399	4965673
FBgn0020304	2L	851071	833584
FBgn0083048	3R	30207291	30207156
FBgn0035608	3L	5498958	5497523
FBgn0039580	3R	28339765	28337019
FBgn0028688	3R	22462054	22460662
FBgn0036063	3L	9972054	9971151
FBgn0002031	2L	19123869	19121345
FBgn0033554	2R	10821640	10821098
FBgn0035998	3L	9457669	9456342
FBgn0051681	2L	2286873	2285925
FBgn0004811	2L	19795851	19792773
FBgn0037834	3R	10788226	10786481
FBgn0033155	2R	7278101	7272275
FBgn0260639	2L	2974858	2972891
FBgn0261799	3L	16451958	16422795
FBgn0032198	2L	10234450	10232507
FBgn0035848	3L	8183369	8180923
FBgn0263047	3R	22382147	22381340
FBgn0265590	2R	17869857	17869027
FBgn0025640	X	624765	623468
FBgn0262716	3L	8115902	8113407
FBgn0003475	2L	20348386	20311219
FBgn0263598	2L	12978607	12974322
FBgn0037742	3R	9756510	9754735
FBgn0037926	3R	11655691	11650971
FBgn0027843	3L	12183347	12177601
FBgn0259916	3L	8158900	8154681
FBgn0003268	3R	31588244	31580951
FBgn0032873	2L	20659218	20656426
FBgn0038353	3R	15697142	15695241
FBgn0038504	3R	17402515	17395199
FBgn0031478	2L	2877168	2874890
FBgn0036684	3L	17012565	16994717
FBgn0037812	3R	10341668	10340949
FBgn0040777	2R	8723839	8718017
FBgn0062449	2R	11697785	11691285
FBgn0260861	2L	8687052	8686231
FBgn0037671	3R	9262590	9260638
FBgn0029885	X	6661462	6660552
FBgn0250843	2L	10222546	10221351
FBgn0261703	X	15319074	15297766
FBgn0030465	X	13287741	13285707
FBgn0085443	X	10585422	10490069
FBgn0038658	3R	18905655	18904933
FBgn0036335	3L	13017867	13017149
FBgn0036923	3L	19984191	19981685
FBgn0086042	X	1482629	1482559
FBgn0035691	3L	6192049	6189745
FBgn0036690	3L	17032080	17029812
FBgn0264691	X	9605969	9604154
FBgn0262405	3R	21622021	21621879
FBgn0024273	3R	28832024	28824506
FBgn0004656	X	8061436	8037808
FBgn0259735	2L	16663218	16545016
FBgn0032789	2L	19488691	19487490
FBgn0030141	X	9604280	9601030
FBgn0032858	2L	20416918	20415173
FBgn0033901	2R	14163054	14161430
FBgn0051633	2L	6656321	6654760
FBgn0083124	2R	9097312	9095273
FBgn0016054	2L	20645791	20643351
FBgn0039336	3R	25476915	25475636
FBgn0264746	3L	18073863	18072362
FBgn0050440	2R	5495861	5468319
FBgn0026630	3L	19260679	19257282
FBgn0032246	2L	10425482	10423291
FBgn0052344	3L	324720	321233
FBgn0261808	3R	11208633	11197592
FBgn0010097	2L	19185726	19183863
FBgn0036735	3L	17529861	17525333
FBgn0003415	3L	21027434	20992814
FBgn0032713	2L	18826716	18823548
FBgn0263773	2L	20085070	20079270
FBgn0086655	2R	6621792	6502006
FBgn0040467	X	9159375	9158622
FBgn0034093	2R	16230680	16223218
FBgn0037377	3R	5793383	5791879
FBgn0267976	2L	23313578	23312465
FBgn0267365	2L	10312099	10311050
FBgn0039869	3R	31744248	31743490
FBgn0086253	3R	22750597	22749014
FBgn0038552	3R	17811134	17809401
FBgn0266028	2L	5526943	5525738
FBgn0023526	X	2293411	2278031
FBgn0039175	3R	24252679	24250460
FBgn0259214	4	358917	328193
FBgn0259704	3R	19162300	19160099
FBgn0027343	X	784222	769945
FBgn0026722	2R	7936840	7932429
FBgn0033038	2R	5760407	5758065
FBgn0010225	3R	4241057	4235217
FBgn0036450	3L	14789665	14786791
FBgn0037074	3L	21343716	21337681
FBgn0013563	3L	14076123	14071892
FBgn0003016	2L	14689340	14599196
FBgn0030086	X	9092826	9089513
FBgn0037708	3R	9555408	9553696
FBgn0261988	3R	31457873	31405245
FBgn0283657	X	3789770	3720007
FBgn0016701	2R	17574979	17573462
FBgn0033734	2R	12425459	12422931
FBgn0031883	2L	7037878	7032721
